image_id,split
1,train
2,train
3,train
4,train
5,train
6,train
7,train
8,train
9,train
10,test
11,train
12,train
13,train
14,train
15,test
16,test
17,train
18,val
19,test
20,train
21,test
22,train
23,train
24,train
25,train
26,train
27,val
28,train
29,train
30,train
31,train
32,train
33,train
34,val
35,test
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,train
44,test
45,val
46,train
47,train
48,train
49,train
50,train
51,train
52,train
53,train
54,train
55,train
56,train
57,train
58,test
59,train
60,train
61,train
62,train
63,train
64,train
65,train
66,train
67,train
68,train
69,train
70,train
71,train
72,train
73,train
74,train
75,train
76,train
77,train
78,val
79,train
80,train
81,test
82,train
83,train
84,val
85,train
86,train
87,val
88,val
89,test
90,train
91,train
92,test
93,train
94,test
95,train
96,train
97,train
98,val
99,train
100,train
101,train
102,train
103,train
104,test
105,val
106,train
107,train
108,train
109,train
110,train
111,train
112,train
113,train
114,train
115,train
116,train
117,train
118,train
119,train
120,train
121,test
122,train
123,train
124,val
125,val
126,train
127,train
128,val
129,train
130,train
131,test
132,train
133,train
134,train
135,train
136,train
137,train
138,train
139,train
140,val
141,train
142,train
143,train
144,train
145,train
146,train
147,train
148,train
149,train
150,test
151,train
152,train
153,train
154,train
155,train
156,train
157,val
158,test
159,train
160,train
161,train
162,val
163,test
164,val
165,train
166,train
167,train
168,val
169,train
170,train
171,train
172,val
173,train
174,train
175,train
176,test
177,train
178,train
179,train
180,train
181,test
182,val
183,train
184,train
185,test
186,train
187,train
188,train
189,train
190,val
191,train
192,train
193,val
194,train
195,train
196,test
197,train
198,train
199,train
200,test
201,train
202,train
203,train
204,test
205,train
206,train
207,train
208,train
209,train
210,train
211,train
212,train
213,test
214,train
215,train
216,train
217,train
218,train
219,train
220,train
221,train
222,train
223,val
224,train
225,train
226,train
227,val
228,test
229,val
230,train
231,train
232,test
233,train
234,train
235,train
236,train
237,train
238,val
239,train
240,test
241,train
242,train
243,train
244,train
245,test
246,train
247,train
248,test
249,train
250,train
251,train
252,train
253,train
254,train
255,train
256,train
257,train
258,train
259,train
260,val
261,train
262,train
263,train
264,train
265,train
266,train
267,train
268,train
269,train
270,train
271,train
272,val
273,train
274,test
