image_id,split
1,train
2,train
3,test
4,val
5,train
6,val
7,train
8,train
9,train
10,train
11,train
12,test
13,train
14,test
15,train
16,train
17,train
18,train
19,train
20,train
21,train
22,train
23,train
24,train
25,train
26,train
27,train
28,train
29,train
30,train
31,test
32,train
33,train
34,train
35,train
36,train
37,train
38,train
39,train
40,train
41,train
42,train
43,val
44,train
45,train
46,train
47,train
48,train
49,train
50,train
51,test
52,test
53,train
54,train
55,train
56,train
57,train
58,train
59,train
60,train
61,train
62,train
63,train
64,train
65,train
66,train
67,train
68,train
69,train
70,train
71,train
72,train
73,val
74,train
75,train
76,train
77,train
78,train
79,train
80,train
81,train
82,train
83,train
84,train
85,val
86,train
87,train
88,train
89,train
90,test
91,train
92,train
93,train
94,train
95,train
96,train
97,train
98,train
99,train
100,train
101,val
102,test
103,val
104,train
105,train
106,train
107,train
108,train
109,test
110,val
111,val
112,train
113,train
114,test
115,train
116,test
117,train
118,val
119,train
120,test
121,train
122,train
123,train
124,train
125,train
126,train
127,test
128,train
129,test
130,train
131,train
132,train
133,train
134,train
135,train
136,train
137,train
138,train
139,train
140,train
141,train
142,train
143,train
144,val
145,train
146,train
147,train
148,train
149,train
150,train
151,val
152,train
153,train
154,train
155,train
156,train
157,train
158,train
159,train
160,train
161,test
162,train
163,train
164,train
165,test
166,train
167,val
168,train
169,val
170,test
171,test
172,train
173,test
174,train
175,train
176,train
177,train
178,train
179,train
180,val
181,train
182,train
183,train
184,train
185,train
186,train
187,train
188,val
189,train
190,train
191,val
192,train
193,train
194,train
195,train
196,train
197,train
198,val
199,train
200,train
201,train
202,test
203,val
204,train
205,train
206,val
207,train
208,train
209,val
210,train
211,train
212,train
213,train
214,train
215,test
216,train
217,train
218,train
219,test
220,train
221,train
222,train
223,train
224,train
225,train
226,train
227,train
228,train
229,train
230,train
231,train
232,train
233,train
234,train
235,val
236,train
237,test
238,train
239,train
240,train
241,train
242,train
243,test
244,train
245,train
246,train
247,train
248,train
249,train
250,val
251,train
252,train
253,val
254,val
255,train
256,train
257,train
258,val
259,train
260,train
261,train
262,train
263,train
264,train
265,train
266,train
267,val
268,train
269,test
270,train
271,test
272,train
273,val
274,train
